FECHA,HORA,CO,NO,NO2,NOX,O3,PM10,PM25
07/09/2022,9,0.68,28,24,52,5,-99,-99
07/09/2022,10,0.49,19,23,42,14,-99,-99
07/09/2022,11,0.18,6,11,17,26,-99,-99
07/09/2022,12,0.19,3,11,14,37,-99,-99
07/09/2022,13,0.29,2,15,18,54,-99,-99
07/09/2022,14,0.31,2,19,21,45,-99,-99
07/09/2022,15,0.3,2,19,22,43,-99,-99
07/09/2022,16,0.23,3,16,18,22,-99,-99
07/09/2022,17,0.19,3,11,14,21,-99,-99
07/09/2022,18,0.43,7,19,26,7,-99,-99
07/09/2022,19,0.65,10,27,37,3,-99,-99
07/09/2022,20,0.67,15,28,43,4,-99,-99
07/09/2022,21,0.37,5,23,29,6,-99,-99
07/09/2022,22,0.29,3,21,25,6,-99,-99
07/09/2022,23,0.24,2,20,22,6,-99,-99
07/09/2022,24,0.12,1,12,13,11,-99,-99
08/09/2022,1,0.08,0,10,10,11,-99,-99
08/09/2022,2,0.06,1,10,11,8,-99,-99
08/09/2022,3,0.03,0,6,6,13,-99,-99
08/09/2022,4,0.07,-99,-99,-99,12,-99,-99
08/09/2022,5,0.1,-99,-99,-99,11,-99,-99
08/09/2022,6,0.25,-99,-99,-99,4,-99,-99
08/09/2022,7,0.31,-99,-99,-99,5,-99,-99
08/09/2022,8,0.4,-99,-99,-99,5,-99,-99
08/09/2022,9,0.27,-99,-99,-99,9,-99,-99
08/09/2022,10,0.26,-99,-99,-99,14,-99,-99
08/09/2022,11,-99,-99,-99,-99,-99,-99,-99
08/09/2022,12,-99,-99,-99,-99,-99,-99,-99
08/09/2022,13,-99,-99,-99,-99,-99,-99,-99
08/09/2022,14,-99,-99,-99,-99,-99,-99,-99
08/09/2022,15,-99,-99,-99,-99,-99,-99,-99
08/09/2022,16,-99,-99,-99,-99,-99,-99,-99
08/09/2022,17,-99,-99,-99,-99,-99,-99,-99
08/09/2022,18,-99,-99,-99,-99,-99,-99,-99
08/09/2022,19,-99,-99,-99,-99,-99,-99,-99
08/09/2022,20,-99,-99,-99,-99,-99,-99,-99
08/09/2022,21,-99,-99,-99,-99,-99,-99,-99
08/09/2022,22,-99,-99,-99,-99,-99,-99,-99
08/09/2022,23,-99,-99,-99,-99,-99,-99,-99
08/09/2022,24,-99,-99,-99,-99,-99,-99,-99
09/09/2022,1,-99,-99,-99,-99,-99,-99,-99
09/09/2022,2,-99,-99,-99,-99,-99,-99,-99
09/09/2022,3,-99,-99,-99,-99,-99,-99,-99
09/09/2022,4,-99,-99,-99,-99,-99,-99,-99
09/09/2022,5,-99,-99,-99,-99,-99,-99,-99
09/09/2022,6,-99,-99,-99,-99,-99,-99,-99
09/09/2022,7,-99,-99,-99,-99,-99,-99,-99
09/09/2022,8,-99,-99,-99,-99,-99,-99,-99
09/09/2022,9,-99,-99,-99,-99,-99,-99,-99
09/09/2022,10,-99,-99,-99,-99,-99,-99,-99
09/09/2022,11,-99,-99,-99,-99,-99,-99,-99
09/09/2022,12,-99,-99,-99,-99,-99,-99,-99
09/09/2022,13,-99,-99,-99,-99,-99,-99,-99
09/09/2022,14,-99,-99,-99,-99,-99,-99,-99
09/09/2022,15,-99,-99,-99,-99,-99,-99,-99
09/09/2022,16,-99,-99,-99,-99,-99,-99,-99
09/09/2022,17,-99,-99,-99,-99,-99,-99,-99
09/09/2022,18,-99,-99,-99,-99,-99,-99,-99
09/09/2022,19,-99,-99,-99,-99,-99,-99,-99
09/09/2022,20,-99,-99,-99,-99,-99,-99,-99
09/09/2022,21,-99,-99,-99,-99,-99,-99,-99
09/09/2022,22,-99,-99,-99,-99,-99,-99,-99
09/09/2022,23,-99,-99,-99,-99,-99,-99,-99
09/09/2022,24,-99,-99,-99,-99,-99,-99,-99
10/09/2022,1,-99,-99,-99,-99,-99,-99,-99
10/09/2022,2,-99,-99,-99,-99,-99,-99,-99
10/09/2022,3,-99,-99,-99,-99,-99,-99,-99
10/09/2022,4,-99,-99,-99,-99,-99,-99,-99
10/09/2022,5,-99,-99,-99,-99,-99,-99,-99
10/09/2022,6,-99,-99,-99,-99,-99,-99,-99
10/09/2022,7,-99,-99,-99,-99,-99,-99,-99
10/09/2022,8,-99,-99,-99,-99,-99,-99,-99
10/09/2022,9,-99,-99,-99,-99,-99,-99,-99
10/09/2022,10,-99,-99,-99,-99,-99,-99,-99
10/09/2022,11,-99,-99,-99,-99,-99,-99,-99
10/09/2022,12,-99,-99,-99,-99,-99,-99,-99
10/09/2022,13,-99,-99,-99,-99,-99,-99,-99
10/09/2022,14,-99,-99,-99,-99,-99,-99,-99
10/09/2022,15,-99,-99,-99,-99,-99,-99,-99
10/09/2022,16,-99,-99,-99,-99,-99,-99,-99
10/09/2022,17,-99,-99,-99,-99,-99,-99,-99
10/09/2022,18,-99,-99,-99,-99,-99,-99,-99
10/09/2022,19,-99,-99,-99,-99,-99,-99,-99
10/09/2022,20,-99,-99,-99,-99,-99,-99,-99
10/09/2022,21,-99,-99,-99,-99,-99,-99,-99
10/09/2022,22,-99,-99,-99,-99,-99,-99,-99
10/09/2022,23,-99,-99,-99,-99,-99,-99,-99
10/09/2022,24,-99,-99,-99,-99,-99,-99,-99
11/09/2022,1,-99,-99,-99,-99,-99,-99,-99
11/09/2022,2,-99,-99,-99,-99,-99,-99,-99
11/09/2022,3,-99,-99,-99,-99,-99,-99,-99
11/09/2022,4,-99,-99,-99,-99,-99,-99,-99
11/09/2022,5,-99,-99,-99,-99,-99,-99,-99
11/09/2022,6,-99,-99,-99,-99,-99,-99,-99
11/09/2022,7,-99,-99,-99,-99,-99,-99,-99
11/09/2022,8,-99,-99,-99,-99,-99,-99,-99
11/09/2022,9,-99,-99,-99,-99,-99,-99,-99
11/09/2022,10,-99,-99,-99,-99,-99,-99,-99
11/09/2022,11,-99,-99,-99,-99,-99,-99,-99
11/09/2022,12,-99,-99,-99,-99,-99,-99,-99
11/09/2022,13,-99,-99,-99,-99,-99,-99,-99
11/09/2022,14,-99,-99,-99,-99,-99,-99,-99
11/09/2022,15,-99,-99,-99,-99,-99,-99,-99
11/09/2022,16,-99,-99,-99,-99,-99,-99,-99
11/09/2022,17,-99,-99,-99,-99,-99,-99,-99
11/09/2022,18,-99,-99,-99,-99,-99,-99,-99
11/09/2022,19,-99,-99,-99,-99,-99,-99,-99
11/09/2022,20,-99,-99,-99,-99,-99,-99,-99
11/09/2022,21,-99,-99,-99,-99,-99,-99,-99
11/09/2022,22,-99,-99,-99,-99,-99,-99,-99
11/09/2022,23,-99,-99,-99,-99,-99,-99,-99
11/09/2022,24,-99,-99,-99,-99,-99,-99,-99
12/09/2022,1,-99,-99,-99,-99,-99,-99,-99
12/09/2022,2,-99,-99,-99,-99,-99,-99,-99
12/09/2022,3,-99,-99,-99,-99,-99,-99,-99
12/09/2022,4,-99,-99,-99,-99,-99,-99,-99
12/09/2022,5,-99,-99,-99,-99,-99,-99,-99
12/09/2022,6,-99,-99,-99,-99,-99,-99,-99
12/09/2022,7,-99,-99,-99,-99,-99,-99,-99
12/09/2022,8,-99,-99,-99,-99,-99,-99,-99
12/09/2022,9,-99,-99,-99,-99,-99,-99,-99
12/09/2022,10,-99,-99,-99,-99,-99,-99,-99
12/09/2022,11,-99,-99,-99,-99,-99,-99,-99
12/09/2022,12,-99,-99,-99,-99,-99,-99,-99
12/09/2022,13,-99,-99,-99,-99,-99,-99,-99
12/09/2022,14,-99,-99,-99,-99,-99,-99,-99
12/09/2022,15,-99,-99,-99,-99,-99,-99,-99
12/09/2022,16,-99,-99,-99,-99,-99,-99,-99
12/09/2022,17,-99,-99,-99,-99,-99,-99,-99
12/09/2022,18,-99,-99,-99,-99,-99,-99,-99
12/09/2022,19,-99,-99,-99,-99,-99,-99,-99
12/09/2022,20,-99,-99,-99,-99,-99,-99,-99
12/09/2022,21,-99,-99,-99,-99,-99,-99,-99
12/09/2022,22,-99,-99,-99,-99,-99,-99,-99
12/09/2022,23,-99,-99,-99,-99,-99,-99,-99
12/09/2022,24,-99,-99,-99,-99,-99,-99,-99
13/09/2022,1,-99,-99,-99,-99,-99,-99,-99
13/09/2022,2,-99,-99,-99,-99,-99,-99,-99
13/09/2022,3,-99,-99,-99,-99,-99,-99,-99
13/09/2022,4,-99,-99,-99,-99,-99,-99,-99
13/09/2022,5,-99,-99,-99,-99,-99,-99,-99
13/09/2022,6,-99,-99,-99,-99,-99,-99,-99
13/09/2022,7,-99,-99,-99,-99,-99,-99,-99
13/09/2022,8,-99,-99,-99,-99,-99,-99,-99
13/09/2022,9,-99,-99,-99,-99,-99,-99,-99
13/09/2022,10,-99,-99,-99,-99,-99,-99,-99
13/09/2022,11,-99,-99,-99,-99,-99,-99,-99
13/09/2022,12,-99,-99,-99,-99,-99,-99,-99
13/09/2022,13,-99,-99,-99,-99,-99,-99,-99
13/09/2022,14,-99,-99,-99,-99,-99,-99,-99
13/09/2022,15,-99,-99,-99,-99,-99,-99,-99
13/09/2022,16,-99,-99,-99,-99,-99,-99,-99
13/09/2022,17,-99,-99,-99,-99,-99,-99,-99
13/09/2022,18,-99,-99,-99,-99,-99,-99,-99
13/09/2022,19,-99,-99,-99,-99,-99,-99,-99
13/09/2022,20,-99,-99,-99,-99,-99,-99,-99
13/09/2022,21,-99,-99,-99,-99,-99,-99,-99
13/09/2022,22,-99,-99,-99,-99,-99,-99,-99
13/09/2022,23,-99,-99,-99,-99,-99,-99,-99
13/09/2022,24,-99,-99,-99,-99,-99,-99,-99
14/09/2022,1,-99,-99,-99,-99,-99,-99,-99
14/09/2022,2,-99,-99,-99,-99,-99,-99,-99
14/09/2022,3,-99,-99,-99,-99,-99,-99,-99
14/09/2022,4,-99,-99,-99,-99,-99,-99,-99
14/09/2022,5,-99,-99,-99,-99,-99,-99,-99
14/09/2022,6,-99,-99,-99,-99,-99,-99,-99
14/09/2022,7,-99,-99,-99,-99,-99,-99,-99
14/09/2022,8,-99,-99,-99,-99,-99,-99,-99
14/09/2022,9,-99,-99,-99,-99,-99,-99,-99
14/09/2022,10,-99,-99,-99,-99,-99,-99,-99
14/09/2022,11,-99,-99,-99,-99,-99,-99,-99
14/09/2022,12,-99,-99,-99,-99,-99,-99,-99
14/09/2022,13,-99,-99,-99,-99,-99,-99,-99
14/09/2022,14,-99,-99,-99,-99,-99,-99,-99
14/09/2022,15,-99,-99,-99,-99,-99,-99,-99
14/09/2022,16,-99,-99,-99,-99,-99,-99,-99
14/09/2022,17,-99,-99,-99,-99,-99,-99,-99
14/09/2022,18,-99,-99,-99,-99,-99,-99,-99
14/09/2022,19,-99,-99,-99,-99,-99,-99,-99
14/09/2022,20,-99,-99,-99,-99,-99,-99,-99
14/09/2022,21,-99,-99,-99,-99,-99,-99,-99
14/09/2022,22,-99,-99,-99,-99,-99,-99,-99
14/09/2022,23,-99,-99,-99,-99,-99,-99,-99
14/09/2022,24,-99,-99,-99,-99,-99,-99,-99
15/09/2022,1,-99,-99,-99,-99,-99,-99,-99
15/09/2022,2,-99,-99,-99,-99,-99,-99,-99
15/09/2022,3,-99,-99,-99,-99,-99,-99,-99
15/09/2022,4,-99,-99,-99,-99,-99,-99,-99
15/09/2022,5,-99,-99,-99,-99,-99,-99,-99
15/09/2022,6,-99,-99,-99,-99,-99,-99,-99
15/09/2022,7,-99,-99,-99,-99,-99,-99,-99
15/09/2022,8,-99,-99,-99,-99,-99,-99,-99
15/09/2022,9,-99,-99,-99,-99,-99,-99,-99
15/09/2022,10,-99,-99,-99,-99,-99,-99,-99
15/09/2022,11,-99,-99,-99,-99,-99,-99,-99
15/09/2022,12,-99,-99,-99,-99,-99,-99,-99
15/09/2022,13,-99,-99,-99,-99,-99,-99,-99
15/09/2022,14,-99,-99,-99,-99,-99,-99,-99
15/09/2022,15,-99,-99,-99,-99,-99,-99,-99
15/09/2022,16,-99,-99,-99,-99,-99,-99,-99
15/09/2022,17,-99,-99,-99,-99,-99,-99,-99
15/09/2022,18,-99,-99,-99,-99,-99,-99,-99
15/09/2022,19,-99,-99,-99,-99,-99,-99,-99
15/09/2022,20,-99,-99,-99,-99,-99,-99,-99
15/09/2022,21,-99,-99,-99,-99,-99,-99,-99
15/09/2022,22,-99,-99,-99,-99,-99,-99,-99
15/09/2022,23,-99,-99,-99,-99,-99,-99,-99
15/09/2022,24,-99,-99,-99,-99,-99,-99,-99
16/09/2022,1,-99,-99,-99,-99,-99,-99,-99
16/09/2022,2,-99,-99,-99,-99,-99,-99,-99
16/09/2022,3,-99,-99,-99,-99,-99,-99,-99
16/09/2022,4,-99,-99,-99,-99,-99,-99,-99
16/09/2022,5,-99,-99,-99,-99,-99,-99,-99
16/09/2022,6,-99,-99,-99,-99,-99,-99,-99
16/09/2022,7,-99,-99,-99,-99,-99,-99,-99
16/09/2022,8,-99,-99,-99,-99,-99,-99,-99
16/09/2022,9,-99,-99,-99,-99,-99,-99,-99
16/09/2022,10,-99,-99,-99,-99,-99,-99,-99
16/09/2022,11,-99,-99,-99,-99,-99,-99,-99
16/09/2022,12,-99,-99,-99,-99,-99,-99,-99
16/09/2022,13,-99,-99,-99,-99,-99,-99,-99
16/09/2022,14,-99,-99,-99,-99,-99,-99,-99
16/09/2022,15,-99,-99,-99,-99,-99,-99,-99
16/09/2022,16,-99,-99,-99,-99,-99,-99,-99
16/09/2022,17,-99,-99,-99,-99,-99,-99,-99
16/09/2022,18,-99,-99,-99,-99,-99,-99,-99
16/09/2022,19,-99,-99,-99,-99,-99,-99,-99
16/09/2022,20,-99,-99,-99,-99,-99,-99,-99
16/09/2022,21,-99,-99,-99,-99,-99,-99,-99
16/09/2022,22,-99,-99,-99,-99,-99,-99,-99
16/09/2022,23,-99,-99,-99,-99,-99,-99,-99
16/09/2022,24,-99,-99,-99,-99,-99,-99,-99
17/09/2022,1,-99,-99,-99,-99,-99,-99,-99
17/09/2022,2,-99,-99,-99,-99,-99,-99,-99
17/09/2022,3,-99,-99,-99,-99,-99,-99,-99
17/09/2022,4,-99,-99,-99,-99,-99,-99,-99
17/09/2022,5,-99,-99,-99,-99,-99,-99,-99
17/09/2022,6,-99,-99,-99,-99,-99,-99,-99
17/09/2022,7,-99,-99,-99,-99,-99,-99,-99
17/09/2022,8,-99,-99,-99,-99,-99,-99,-99
17/09/2022,9,-99,-99,-99,-99,-99,-99,-99
17/09/2022,10,-99,-99,-99,-99,-99,-99,-99
17/09/2022,11,-99,-99,-99,-99,-99,-99,-99
17/09/2022,12,-99,-99,-99,-99,-99,-99,-99
17/09/2022,13,-99,-99,-99,-99,-99,-99,-99
17/09/2022,14,-99,-99,-99,-99,-99,-99,-99
17/09/2022,15,-99,-99,-99,-99,-99,-99,-99
17/09/2022,16,-99,-99,-99,-99,-99,-99,-99
17/09/2022,17,-99,-99,-99,-99,-99,-99,-99
17/09/2022,18,-99,-99,-99,-99,-99,-99,-99
17/09/2022,19,-99,-99,-99,-99,-99,-99,-99
17/09/2022,20,-99,-99,-99,-99,-99,-99,-99
17/09/2022,21,-99,-99,-99,-99,-99,-99,-99
17/09/2022,22,-99,-99,-99,-99,-99,-99,-99
17/09/2022,23,-99,-99,-99,-99,-99,-99,-99
17/09/2022,24,-99,-99,-99,-99,-99,-99,-99
18/09/2022,1,-99,-99,-99,-99,-99,-99,-99
18/09/2022,2,-99,-99,-99,-99,-99,-99,-99
18/09/2022,3,-99,-99,-99,-99,-99,-99,-99
18/09/2022,4,-99,-99,-99,-99,-99,-99,-99
18/09/2022,5,-99,-99,-99,-99,-99,-99,-99
18/09/2022,6,-99,-99,-99,-99,-99,-99,-99
18/09/2022,7,-99,-99,-99,-99,-99,-99,-99
18/09/2022,8,-99,-99,-99,-99,-99,-99,-99
18/09/2022,9,-99,-99,-99,-99,-99,-99,-99
18/09/2022,10,-99,-99,-99,-99,-99,-99,-99
18/09/2022,11,-99,-99,-99,-99,-99,-99,-99
18/09/2022,12,-99,-99,-99,-99,-99,-99,-99
18/09/2022,13,-99,-99,-99,-99,-99,-99,-99
18/09/2022,14,-99,-99,-99,-99,-99,-99,-99
18/09/2022,15,-99,-99,-99,-99,-99,-99,-99
18/09/2022,16,-99,-99,-99,-99,-99,-99,-99
18/09/2022,17,-99,-99,-99,-99,-99,-99,-99
18/09/2022,18,-99,-99,-99,-99,-99,-99,-99
18/09/2022,19,-99,-99,-99,-99,-99,-99,-99
18/09/2022,20,-99,-99,-99,-99,-99,-99,-99
18/09/2022,21,-99,-99,-99,-99,-99,-99,-99
18/09/2022,22,-99,-99,-99,-99,-99,-99,-99
18/09/2022,23,-99,-99,-99,-99,-99,-99,-99
18/09/2022,24,-99,-99,-99,-99,-99,-99,-99
19/09/2022,1,-99,-99,-99,-99,-99,-99,-99
19/09/2022,2,-99,-99,-99,-99,-99,-99,-99
19/09/2022,3,-99,-99,-99,-99,-99,-99,-99
19/09/2022,4,-99,-99,-99,-99,-99,-99,-99
19/09/2022,5,-99,-99,-99,-99,-99,-99,-99
19/09/2022,6,-99,-99,-99,-99,-99,-99,-99
19/09/2022,7,-99,-99,-99,-99,-99,-99,-99
19/09/2022,8,-99,-99,-99,-99,-99,-99,-99
19/09/2022,9,-99,-99,-99,-99,-99,-99,-99
19/09/2022,10,-99,-99,-99,-99,-99,-99,-99
19/09/2022,11,-99,-99,-99,-99,-99,-99,-99
19/09/2022,12,-99,-99,-99,-99,-99,-99,-99
19/09/2022,13,-99,-99,-99,-99,-99,-99,-99
19/09/2022,14,-99,-99,-99,-99,-99,-99,-99
19/09/2022,15,-99,-99,-99,-99,-99,-99,-99
19/09/2022,16,-99,-99,-99,-99,-99,-99,-99
19/09/2022,17,-99,-99,-99,-99,-99,-99,-99
19/09/2022,18,-99,-99,-99,-99,-99,-99,-99
19/09/2022,19,-99,-99,-99,-99,-99,-99,-99
19/09/2022,20,-99,-99,-99,-99,-99,-99,-99
19/09/2022,21,-99,-99,-99,-99,-99,-99,-99
19/09/2022,22,-99,-99,-99,-99,-99,-99,-99
19/09/2022,23,-99,-99,-99,-99,-99,-99,-99
19/09/2022,24,-99,-99,-99,-99,-99,-99,-99
20/09/2022,1,-99,-99,-99,-99,-99,-99,-99
20/09/2022,2,-99,-99,-99,-99,-99,-99,-99
20/09/2022,3,-99,-99,-99,-99,-99,-99,-99
20/09/2022,4,-99,-99,-99,-99,-99,-99,-99
20/09/2022,5,-99,-99,-99,-99,-99,-99,-99
20/09/2022,6,-99,-99,-99,-99,-99,-99,-99
20/09/2022,7,-99,-99,-99,-99,-99,-99,-99
20/09/2022,8,-99,-99,-99,-99,-99,-99,-99
20/09/2022,9,-99,-99,-99,-99,-99,-99,-99
20/09/2022,10,-99,-99,-99,-99,-99,-99,-99
20/09/2022,11,-99,-99,-99,-99,-99,-99,-99
20/09/2022,12,-99,-99,-99,-99,-99,-99,-99
20/09/2022,13,-99,-99,-99,-99,-99,-99,-99
20/09/2022,14,-99,-99,-99,-99,-99,-99,-99
20/09/2022,15,-99,-99,-99,-99,-99,-99,-99
20/09/2022,16,-99,-99,-99,-99,-99,-99,-99
20/09/2022,17,-99,-99,-99,-99,-99,-99,-99
20/09/2022,18,-99,-99,-99,-99,-99,-99,-99
20/09/2022,19,-99,-99,-99,-99,-99,-99,-99
20/09/2022,20,-99,-99,-99,-99,-99,-99,-99
20/09/2022,21,-99,-99,-99,-99,-99,-99,-99
20/09/2022,22,-99,-99,-99,-99,-99,-99,-99
20/09/2022,23,-99,-99,-99,-99,-99,-99,-99
20/09/2022,24,-99,-99,-99,-99,-99,-99,-99
21/09/2022,1,-99,-99,-99,-99,-99,-99,-99
21/09/2022,2,-99,-99,-99,-99,-99,-99,-99
21/09/2022,3,-99,-99,-99,-99,-99,-99,-99
21/09/2022,4,-99,-99,-99,-99,-99,-99,-99
21/09/2022,5,-99,-99,-99,-99,-99,-99,-99
21/09/2022,6,-99,-99,-99,-99,-99,-99,-99
21/09/2022,7,-99,-99,-99,-99,-99,-99,-99
21/09/2022,8,-99,-99,-99,-99,-99,-99,-99
21/09/2022,9,-99,-99,-99,-99,-99,-99,-99
21/09/2022,10,-99,-99,-99,-99,-99,-99,-99
21/09/2022,11,-99,-99,-99,-99,-99,-99,-99
21/09/2022,12,-99,-99,-99,-99,-99,-99,-99
21/09/2022,13,-99,-99,-99,-99,-99,-99,-99
21/09/2022,14,-99,-99,-99,-99,-99,-99,-99
21/09/2022,15,-99,-99,-99,-99,-99,-99,-99
21/09/2022,16,-99,-99,-99,-99,-99,-99,-99
21/09/2022,17,-99,-99,-99,-99,-99,-99,-99
21/09/2022,18,-99,-99,-99,-99,-99,-99,-99
21/09/2022,19,-99,-99,-99,-99,-99,-99,-99
21/09/2022,20,-99,-99,-99,-99,-99,-99,-99
21/09/2022,21,-99,-99,-99,-99,-99,-99,-99
21/09/2022,22,-99,-99,-99,-99,-99,-99,-99
21/09/2022,23,-99,-99,-99,-99,-99,-99,-99
21/09/2022,24,-99,-99,-99,-99,-99,-99,-99
22/09/2022,1,-99,-99,-99,-99,-99,-99,-99
22/09/2022,2,-99,-99,-99,-99,-99,-99,-99
22/09/2022,3,-99,-99,-99,-99,-99,-99,-99
22/09/2022,4,-99,-99,-99,-99,-99,-99,-99
22/09/2022,5,-99,-99,-99,-99,-99,-99,-99
22/09/2022,6,-99,-99,-99,-99,-99,-99,-99
22/09/2022,7,-99,-99,-99,-99,-99,-99,-99
22/09/2022,8,-99,-99,-99,-99,-99,-99,-99
22/09/2022,9,-99,-99,-99,-99,-99,-99,-99
22/09/2022,10,-99,-99,-99,-99,-99,-99,-99
22/09/2022,11,-99,-99,-99,-99,-99,-99,-99
22/09/2022,12,-99,-99,-99,-99,-99,-99,-99
22/09/2022,13,-99,-99,-99,-99,-99,-99,-99
22/09/2022,14,-99,-99,-99,-99,-99,-99,-99
22/09/2022,15,-99,-99,-99,-99,-99,-99,-99
22/09/2022,16,-99,-99,-99,-99,-99,-99,-99
22/09/2022,17,-99,-99,-99,-99,-99,-99,-99
22/09/2022,18,-99,-99,-99,-99,-99,-99,-99
22/09/2022,19,-99,-99,-99,-99,-99,-99,-99
22/09/2022,20,-99,-99,-99,-99,-99,-99,-99
22/09/2022,21,-99,-99,-99,-99,-99,-99,-99
22/09/2022,22,-99,-99,-99,-99,-99,-99,-99
22/09/2022,23,-99,-99,-99,-99,-99,-99,-99
22/09/2022,24,-99,-99,-99,-99,-99,-99,-99
23/09/2022,1,-99,-99,-99,-99,-99,-99,-99
23/09/2022,2,-99,-99,-99,-99,-99,-99,-99
23/09/2022,3,-99,-99,-99,-99,-99,-99,-99
23/09/2022,4,-99,-99,-99,-99,-99,-99,-99
23/09/2022,5,-99,-99,-99,-99,-99,-99,-99
23/09/2022,6,-99,-99,-99,-99,-99,-99,-99
23/09/2022,7,-99,-99,-99,-99,-99,-99,-99
23/09/2022,8,-99,-99,-99,-99,-99,-99,-99
23/09/2022,9,-99,-99,-99,-99,-99,-99,-99
23/09/2022,10,-99,-99,-99,-99,-99,-99,-99
23/09/2022,11,-99,-99,-99,-99,-99,-99,-99
23/09/2022,12,-99,-99,-99,-99,-99,-99,-99
23/09/2022,13,-99,-99,-99,-99,-99,-99,-99
23/09/2022,14,-99,-99,-99,-99,-99,-99,-99
23/09/2022,15,-99,-99,-99,-99,-99,-99,-99
23/09/2022,16,-99,-99,-99,-99,-99,-99,-99
23/09/2022,17,-99,-99,-99,-99,-99,-99,-99
23/09/2022,18,-99,-99,-99,-99,-99,-99,-99
23/09/2022,19,-99,-99,-99,-99,-99,-99,-99
23/09/2022,20,-99,-99,-99,-99,-99,-99,-99
23/09/2022,21,-99,-99,-99,-99,-99,-99,-99
23/09/2022,22,-99,-99,-99,-99,-99,-99,-99
23/09/2022,23,-99,-99,-99,-99,-99,-99,-99
23/09/2022,24,-99,-99,-99,-99,-99,-99,-99
24/09/2022,1,-99,-99,-99,-99,-99,-99,-99
24/09/2022,2,-99,-99,-99,-99,-99,-99,-99
24/09/2022,3,-99,-99,-99,-99,-99,-99,-99
24/09/2022,4,-99,-99,-99,-99,-99,-99,-99
24/09/2022,5,-99,-99,-99,-99,-99,-99,-99
24/09/2022,6,-99,-99,-99,-99,-99,-99,-99
24/09/2022,7,-99,-99,-99,-99,-99,-99,-99
24/09/2022,8,-99,-99,-99,-99,-99,-99,-99
24/09/2022,9,-99,-99,-99,-99,-99,-99,-99
24/09/2022,10,-99,-99,-99,-99,-99,-99,-99
24/09/2022,11,-99,-99,-99,-99,-99,-99,-99
24/09/2022,12,-99,-99,-99,-99,-99,-99,-99
24/09/2022,13,-99,-99,-99,-99,-99,-99,-99
24/09/2022,14,-99,-99,-99,-99,-99,-99,-99
24/09/2022,15,-99,-99,-99,-99,-99,-99,-99
24/09/2022,16,-99,-99,-99,-99,-99,-99,-99
24/09/2022,17,-99,-99,-99,-99,-99,-99,-99
24/09/2022,18,-99,-99,-99,-99,-99,-99,-99
24/09/2022,19,-99,-99,-99,-99,-99,-99,-99
24/09/2022,20,-99,-99,-99,-99,-99,-99,-99
24/09/2022,21,-99,-99,-99,-99,-99,-99,-99
24/09/2022,22,-99,-99,-99,-99,-99,-99,-99
24/09/2022,23,-99,-99,-99,-99,-99,-99,-99
24/09/2022,24,-99,-99,-99,-99,-99,-99,-99
25/09/2022,1,-99,-99,-99,-99,-99,-99,-99
25/09/2022,2,-99,-99,-99,-99,-99,-99,-99
25/09/2022,3,-99,-99,-99,-99,-99,-99,-99
25/09/2022,4,-99,-99,-99,-99,-99,-99,-99
25/09/2022,5,-99,-99,-99,-99,-99,-99,-99
25/09/2022,6,-99,-99,-99,-99,-99,-99,-99
25/09/2022,7,-99,-99,-99,-99,-99,-99,-99
25/09/2022,8,-99,-99,-99,-99,-99,-99,-99
25/09/2022,9,-99,-99,-99,-99,-99,-99,-99
25/09/2022,10,-99,-99,-99,-99,-99,-99,-99
25/09/2022,11,-99,-99,-99,-99,-99,-99,-99
25/09/2022,12,-99,-99,-99,-99,-99,-99,-99
25/09/2022,13,-99,-99,-99,-99,-99,-99,-99
25/09/2022,14,-99,-99,-99,-99,-99,-99,-99
25/09/2022,15,-99,-99,-99,-99,-99,-99,-99
25/09/2022,16,-99,-99,-99,-99,-99,-99,-99
25/09/2022,17,-99,-99,-99,-99,-99,-99,-99
25/09/2022,18,-99,-99,-99,-99,-99,-99,-99
25/09/2022,19,-99,-99,-99,-99,-99,-99,-99
25/09/2022,20,-99,-99,-99,-99,-99,-99,-99
25/09/2022,21,-99,-99,-99,-99,-99,-99,-99
25/09/2022,22,-99,-99,-99,-99,-99,-99,-99
25/09/2022,23,-99,-99,-99,-99,-99,-99,-99
25/09/2022,24,-99,-99,-99,-99,-99,-99,-99
26/09/2022,1,-99,-99,-99,-99,-99,-99,-99
26/09/2022,2,-99,-99,-99,-99,-99,-99,-99
26/09/2022,3,-99,-99,-99,-99,-99,-99,-99
26/09/2022,4,-99,-99,-99,-99,-99,-99,-99
26/09/2022,5,-99,-99,-99,-99,-99,-99,-99
26/09/2022,6,-99,-99,-99,-99,-99,-99,-99
26/09/2022,7,-99,-99,-99,-99,-99,-99,-99
26/09/2022,8,-99,-99,-99,-99,-99,-99,-99
26/09/2022,9,-99,-99,-99,-99,-99,-99,-99
26/09/2022,10,-99,-99,-99,-99,-99,-99,-99
26/09/2022,11,-99,-99,-99,-99,-99,-99,-99
26/09/2022,12,-99,-99,-99,-99,-99,-99,-99
26/09/2022,13,-99,-99,-99,-99,-99,-99,-99
26/09/2022,14,-99,-99,-99,-99,-99,-99,-99
26/09/2022,15,-99,-99,-99,-99,-99,-99,-99
26/09/2022,16,-99,-99,-99,-99,-99,-99,-99
26/09/2022,17,-99,-99,-99,-99,-99,-99,-99
26/09/2022,18,-99,-99,-99,-99,-99,-99,-99
26/09/2022,19,-99,-99,-99,-99,-99,-99,-99
